account_id,threat_level,failed_transactions
C239820481,0,0
C2117043942,52,3
C462918121,15,3
C542555163,51,2
C1463403776,47,2
C227659861,1,12
C2085820540,2,3
C850683997,23,45
C2025010360,43,4
C1493714526,21,6
C816386322,21,8
M1381545922,55,2
C2028576805,5,2
C1807037713,10,0
C1509409306,15,4
C1517314512,10,9
C1229686156,6,3
M1036763920,13,11
C1867808615,16,4
C1904707063,11,14
C1774210266,19,4
C1210646018,45,12
M954653490,19,1
C1044803971,4,0
C450822844,12,3
C1168881368,4,3
C1669420376,18,2
C659243038,26,1
C857749539,19,4
C2135283875,31,4
M1227509570,16,1
M708986784,22,0
C260910932,65,4
C1186957429,26,7
M229205756,23,3
C1358379228,12,18
C1764420455,46,7
C215671852,10,4
C509886175,28,7
C1215985790,24,1
C1001563478,19,3
M2019365735,13,3
C1084974805,47,2
C2070879989,14,1
C269065377,1,1
C1283755975,56,4
C96228592,1,2
C1770538615,31,4
C1965139623,80,0
C999233004,10,0
C1080686241,62,2
C1093328149,47,1
C1848552487,0,2
C1065872105,35,4
M711357803,23,1
M1136413662,72,0
C1428235534,0,1
C998761719,40,4
C491916957,12,32
C481095459,75,2
C1824510333,22,3
C450794008,19,2
C269657560,79,1
C745648946,25,0
C928758025,68,2
C1723992036,28,0
C1065898794,98,2
C869507636,16,1
C84716379,0,3
C1997486735,40,4
C866630215,36,1
C1663757030,13,14
C286368107,91,4
C567546041,34,11
C616437133,64,2
C526259863,23,1
C376900391,91,4
C315782883,28,15
C1212497954,17,10
C32298641,74,1
C970648981,7,3
C1607675148,37,3
C786614027,19,2
C970150107,23,3
C40360640,20,0
C942887675,54,4
C977743736,71,0
C1457675933,12,3
M26893451,74,4
C1613855131,9,0
C1065115078,55,3
C553908995,61,0
C1838329720,18,4
C623618507,61,3
C1371087417,54,6
C1494524803,29,2
M1500544029,57,5
C307292056,11,3
C1542883989,94,2
C120686286,14,2
C701531516,20,0
C1717556818,16,1
M1958202806,25,4
C1801437500,15,1
C1501936912,71,2
C1112118087,28,2
C295257868,5,3
C1350683752,42,0
C1565434584,48,1
C740834254,5,3
C2047527729,40,4
C1304144484,25,46
C1305802536,50,1
C425117905,17,1
C1784988211,52,1
C1499143631,24,4
C5075388,27,4
C1239500487,18,1
C1995376274,31,4
C1251656531,24,3
C1446550151,34,0
C1138976639,21,2
C1923926218,12,2
C1197893333,58,3
M1607842473,6,9
C1926498951,55,1
C507003411,2,4
C243995354,6,4
C1199592879,56,14
C1620668467,20,20
C113433903,29,4
C1187391840,14,3
C475096619,10,8
C820457409,20,4
C8922341,9,3
C1015412095,24,0
C345240295,67,4
C100453202,36,3
C1074433999,15,9
C1567478191,54,4
C1831168687,8,1
C965924683,2,21
M449159357,37,43
C742582715,20,0
C559532944,19,1
C1890695248,64,1
C553538157,28,35
M1447356807,8,3
C472866165,22,2
C1916249166,20,3
C1221416878,19,12
C1253782028,20,4
C596402222,10,4
C1289953361,80,3
C687181741,26,1
C1539657730,19,2
C63204393,9,4
C383664174,6,0
C1507080435,30,8
C1708048606,41,3
C247601787,16,7
C1867528911,15,0
C1599339249,3,3
M948149799,38,0
C1833656518,24,9
C1530220574,23,7
C35237113,21,5
C57077902,47,0
C1688851296,4,0
M512981350,2,4
C400587252,12,2
C1088614809,2,2
C1768105927,5,7
C1484957487,52,4
C1596700600,43,2
M941433129,66,28
C1880619190,19,21
C885695918,33,3
C1873125050,5,0
C993939358,25,4
C833659770,23,0
C840086137,26,3
C359717784,11,4
C863757328,24,3
C2073542323,31,3
C441886929,8,7
C2008510531,21,1
C52148410,39,0
C6676578,45,24
C998135681,9,3
C2080099967,15,2
M1263326301,45,1
C387378474,29,9
M208292740,40,1
C1240174133,17,0
C1366566542,8,1
C1184347959,57,0
C1213974045,85,3
C1597323445,16,3
C1739674996,33,1
C363309410,11,3
C2077436959,17,0
C2002048877,17,5
C380452476,14,1
C2007457521,1,4
M555633314,39,1
C2119505399,15,1
C1210824817,28,22
C1234626315,15,4
C1475891678,16,4
C470100542,49,4
M65286164,3,13
C831064780,24,22
C1356098935,49,42
M575450728,0,4
C443406777,8,2
C1704613949,17,5
C1006572058,42,1
C854375844,8,1
C1592715911,17,3
C335899532,22,2
C531129407,2,3
C2079015862,10,2
C25920750,2,3
M1219389048,17,0
C819030564,39,2
C625707706,9,3
M723057117,22,1
C469755281,14,4
C1044437956,4,3
C159951778,22,3
C1268379677,28,27
C1669933677,16,4
C89365066,17,2
M714320326,17,0
C1586001305,35,28
M1442332420,25,0
C1532719825,90,1
C1452376607,8,0
C2016289152,8,0
M1684141878,28,4
C1562287328,24,9
C214284877,24,4
M108623331,5,18
C1653085267,39,0
C411702042,25,14
C404511346,15,23
C2024516592,17,0
C616686081,59,4
C1118394960,48,1
M1630455560,24,3
C892505214,15,4
C1626265102,12,3
C1557666607,88,5
M302179146,14,4
C1710662609,50,2
C263711205,11,0
C1956698065,14,1
C1367819521,6,3
M1593039206,59,1
C699640112,30,4
C125273436,20,3
C1149342215,16,2
C1816811663,14,2
M893816885,10,7
C2014142834,27,1
M1732226679,59,28
M434598859,16,3
C1535568667,26,7
C907807958,22,3
M2087789032,40,4
C454858877,19,1
C588780399,61,0
C936158051,22,10
C841478345,23,4
C220309695,20,0
C944620961,14,1
C740280421,64,1
C25519644,17,0
C1804678981,4,4
C1336233132,17,1
C1007106769,5,6
C300959954,1,4
C862064694,39,0
M179209920,31,4
C1354396836,20,1
M973868771,25,0
C473344835,27,9
C1265377414,40,1
C513883979,86,4
C1518317318,6,1
C1161741948,25,3
C2066737980,18,1
C86459175,5,3
C1132914498,8,0
C909860820,13,0
C1429461607,75,0
C1340213744,33,12
C898232365,50,2
C983550824,6,29
C975178566,27,3
C1289350319,18,0
C1140326966,28,2
C1552603831,9,4
C813036006,59,4
C355920605,12,4
C155705298,56,4
C1847104476,12,2
C583087013,44,13
C259593520,17,1
C1049948643,56,2
M335911251,27,2
C955841384,12,1
C61557772,12,2
M813563213,6,3
C1638540648,89,3
C2030850670,6,0
C561903586,24,1
C1561740443,13,0
M314342480,14,0
C330398539,24,4
C1063827824,95,4
M1489051747,50,11
C1830145397,9,1
C520679476,24,16
C167451022,12,1
C1185582492,13,4
C1731391723,14,3
C1847112977,79,8
C1072657716,16,2
M1321032865,43,2
C1840959279,14,0
M1051173418,30,4
C1062337043,2,11
C1183065773,56,5
C1317216992,16,1
M447135164,25,2
C510966916,15,0
C301424155,22,2
M1399521560,28,3
C445829500,0,0
M174372778,1,2
C1524842544,10,3
C1897205457,10,3
C399383830,36,1
C304406966,13,0
C876327598,4,3
M416270303,17,1
M543727378,27,5
C5245944,9,0
C27099082,10,27
M719519736,55,3
C749563037,88,4
M2115526946,9,1
C797988875,17,2
M596428678,79,1
M903459415,0,4
C148463555,26,13
C1689043509,33,2
C519995117,55,10
C1643019179,29,4
C294879939,90,4
C1674068965,8,0
M1907494964,9,1
C723166096,23,14
C597878827,83,3
C308336498,0,0
C1456770110,9,13
C1647804423,21,0
C359085310,28,12
C330226144,5,4
C1809129176,44,4
C825940650,0,2
C740181628,33,4
C281177198,39,4
C1334075839,24,12
M308523782,14,4
C1683144966,7,0
C2036868946,3,0
C1558630308,12,1
C846353993,17,1
M121266251,34,11
C1584317452,50,4
C271036857,9,1
C1662063067,25,2
C556213003,40,0
C835806196,10,0
M816203568,24,3
C1220214121,21,3
C1485034782,26,1
C2006217902,11,8
C1736786230,24,3
C1367270224,12,14
C917709543,24,1
C1419114293,8,14
C1684699038,15,3
C1804404945,8,2
C722123590,99,3
C37600919,15,8
C859898804,57,39
C514572955,63,1
M858127806,17,2
C53321932,15,11
C1585499786,5,9
C1436116568,52,1
C326637181,21,4
C1365542169,14,3
C1613257794,0,2
C687312302,3,1
M1518015076,6,0
C174028469,6,1
C253724958,7,5
C1937170549,4,4
C972693668,26,3
C1057829685,94,4
C1698744961,8,2
C267692037,58,1
M795522543,56,1
C935529791,58,2
C1505606665,12,3
M1201971932,67,7
C389221548,57,2
C1556167268,20,14
C360466195,40,3
C693549818,73,3
C576151086,33,3
C27986829,15,0
M515638372,10,33
C1100544344,54,3
C644589435,93,14
C880834513,20,3
C487501089,67,11
C17156930,37,0
C1835938933,1,2
C252431988,43,2
C799750129,14,1
C508586362,2,4
C899071212,0,3
C1079284884,49,11
M1827905601,16,0
C214919663,9,1
C1066301625,15,11
M1901958482,0,2
C2147285622,20,24
C893102046,13,0
C733116245,19,4
C1850182890,4,1
C2010623176,14,7
C501550413,28,47
M270302363,23,1
C911093380,34,3
C1219968687,20,3
C355004656,6,0
M1565578358,8,3
C1878199050,26,1
C781804768,95,3
M1007842520,43,3
C964573395,11,2
C540823963,17,4
C344692560,27,0
C266626568,37,4
C1869820077,27,31
C451413663,39,0
M469824388,4,9
C1814993976,6,4
C293736211,19,0
M1640449296,29,13
M1613179560,2,11
C150369803,18,3
C1882416081,10,4
C323673232,8,7
C1658405613,29,3
M77182277,3,4
C1001502110,13,2
C1668174488,98,13
C594098299,18,3
C622566052,35,2
C468770164,25,14
M1636800877,8,0
C1554606554,12,4
C978046980,6,1
C1869255301,20,2
C80837759,10,6
C386124590,12,1
C1146423945,27,4
C731054519,21,14
C860851775,44,0
C372031421,46,5
C723840142,20,3
C689327195,17,3
C588956129,23,4
C906068689,24,13
C1582311898,22,14
C1268174896,35,0
C619153467,37,1
C1055745216,70,13
C539195278,27,3
C1346319319,15,3
C1005245835,1,10
C726447484,9,1
C502534002,95,2
C977027938,45,11
M1518601968,46,9
C172299131,6,0
C1634365603,54,6
C1427729426,28,0
M1891356684,59,2
C1403925133,10,2
C420124928,34,4
C496695089,30,4
C2044919518,37,3
M43222098,43,1
M973743176,27,4
C956656317,54,0
M1991660896,14,4
C167262482,79,2
C423454489,5,0
C845543779,16,0
C212723248,22,49
C1053578484,14,2
C187148375,5,2
C602945592,16,2
C939245697,16,4
C500886637,8,0
M2055183685,66,4
C1329946363,3,0
C614173386,21,0
C1652765949,19,2
C1743120495,9,2
C1064567159,5,4
C217306220,7,3
C1593480306,16,0
M1487991045,6,3
C530405843,46,2
C1575631251,23,4
C1279673750,20,2
C1689581350,3,1
C449300985,14,3
C337387559,14,2
C1318711287,2,3
C1957711185,48,0
C600983525,14,4
C41481250,19,1
C2028210544,71,0
C1913713879,16,11
C1320150727,8,4
C2098173919,17,4
C1411383152,18,2
C1210872152,4,3
C1749300574,8,3
C1627009225,24,1
C1177313865,3,2
M1187553801,24,3
C192917339,15,4
C1209719765,61,3
C1496787084,14,6
C627533483,88,0
C1384541412,88,1
C842511134,23,1
C10185444,15,0
C322611377,22,8
C2120702928,13,3
C1742651298,13,46
C2079795350,5,0
C2092435083,52,9
C1677724456,2,2
M1603848437,1,0
C1498391408,79,4
M234637811,31,0
C923837982,36,11
C1045730496,82,2
C382299931,14,3
C1714423850,14,1
M1930855153,20,1
M717337728,21,4
C181929388,12,0
C1095311071,4,4
C873347291,46,0
C1826925447,29,2
C1128463837,12,4
C1707425123,17,3
C1501325499,5,1
C2114042841,33,1
C1762435802,2,1
C1635247809,98,3
C1798013273,20,3
C1722047435,18,4
M700414346,43,2
C604508292,10,3
C552717582,12,5
C1987764260,47,2
C1820000797,26,4
M929513685,28,1
C613442254,85,1
C1297155236,45,3
M1467509897,6,2
C582391028,14,1
C293955297,6,0
C1887336109,58,1
C1294721144,80,4
C234115776,1,4
C520366080,15,40
C1221258891,6,0
C1235188600,21,0
C903984147,51,3
C748548049,7,0
C150309335,1,0
C1013011689,23,2
C595569559,59,24
C2040799056,7,4
C851431095,17,2
C914286803,12,4
C2131891557,0,2
C251479660,18,2
M1907027119,4,2
C393149689,19,2
C280686626,39,13
C897101481,1,3
C1365004104,18,3
C1488712549,13,3
C485185114,43,0
C1830810275,4,0
C562033251,38,3
C496204199,4,3
C242203557,23,4
C545352261,16,4
C647344575,84,2
C254970337,28,10
C188285271,20,3
C181774336,51,4
C1243961371,19,1
C2131662121,14,0
C1697843638,14,0
C1362910208,24,0
C799245656,79,4
C856854156,38,39
C1120797010,10,0
C237907597,4,0
C578949599,82,1
C531994851,6,4
M1239387726,12,4
C1610587550,91,2
C923474724,12,3
C835973060,8,2
C1866240241,45,9
C1065148766,42,2
C254154628,1,4
C480120027,91,13
C679986160,9,10
C1554173840,25,4
C958331261,18,13
M1609327662,5,4
C1190980270,22,3
C1673158726,32,8
C914739152,7,3
C1389447673,24,10
C1067405169,16,4
C1183978619,27,4
C144436412,13,0
C1395969684,17,1
M2134702877,46,3
C1028753579,5,4
C547729386,36,2
C339223056,95,9
C247316356,46,2
C339402340,52,14
M1619437145,51,4
C910911362,45,2
C1446804513,7,2
C656605613,21,32
C1258876382,26,2
C818608056,9,1
C1151857075,3,4
C1547045980,56,0
C539442999,24,2
M604517379,25,4
C654966859,48,4
C474198775,12,4
C149962655,51,4
C764023186,0,3
C1953942804,17,3
C1125239020,87,4
C2135302099,24,11
M1731306137,4,10
C420458004,12,2
C1524224259,10,3
C1779978586,33,1
C1725694877,35,14
C199301065,23,3
C529126607,46,0
C422233101,15,12
C582571821,4,4
C1529639302,1,3
C773993865,19,3
C1252845758,8,1
C665808996,19,4
C215633959,4,6
M1776641784,15,28
C57122263,8,3
C187977609,51,1
C127980207,17,2
C1742243055,28,5
C418059707,10,2
M1609305205,6,5
C487447043,21,2
C1217592619,15,10
C309448561,52,5
M855822082,8,1
C2001982142,16,1
C495533365,48,1
C1348930195,57,4
M1369289358,27,4
M1457309234,24,1
C1841062820,70,1
C223525068,31,0
C366534469,15,3
C403824881,23,8
C773595242,12,4
C1098183148,28,4
M1920101147,1,34
C1473470825,16,2
M1914415440,9,12
C2097247948,41,2
M956460772,7,4
C924190505,92,0
C49272631,20,1
C277462672,9,3
M399020871,6,0
C2122189291,8,2
C721399587,27,4
M2053107000,1,2
C416433727,3,1
C467067146,63,9
M516195760,53,2
C573718121,45,2
C712468296,1,1
C1099073452,39,14
M62235489,5,7
C1727827016,49,4
C79251429,7,3
C2007796943,2,3
C817063220,69,21
C1629138325,29,4
C986918570,25,2
C1435763389,23,9
C234084293,7,8
C1590223194,6,48
C1994103573,6,4
M742603501,1,2
C1591348319,18,0
C1787870120,6,39
M1705128807,5,47
C228750643,16,7
C1755523610,9,3
C1496729102,20,4
C1951379728,29,14
M1953354816,2,3
C347265975,20,13
C519734764,21,1
C499438015,13,3
C443825934,4,1
M440865674,10,0
C2004661980,78,13
C1493475286,6,3
C1547123564,20,6
C1108598563,23,1
C510710858,59,3
C1324801555,40,2
C1701500133,7,2
C1986390770,28,1
C1984525293,18,2
C570042867,41,2
M1335739146,36,0
C1926958271,18,7
C996937120,50,0
C256990659,21,4
C40604503,18,11
M2126514130,25,0
C2900791,34,1
C698882160,55,3
C94522398,7,3
C967320529,29,4
M2125810958,54,2
M1351146956,17,1
C1462167638,65,0
C293365179,14,2
C120103310,23,2
C1828749912,81,3
C1750125828,26,1
C1613718366,83,7
C1184516024,59,6
C655389841,7,1
C1548820766,20,2
M2041163848,15,5
M559912617,25,4
C1027236311,85,5
C1015349952,81,4
C971948444,2,4
C1374359907,39,2
C727037964,41,2
M694630370,23,3
C1149966239,25,10
C56837869,5,0
C712868214,26,17
C1393657891,12,31
C6859640,0,13
M1557093923,77,4
M1665809856,15,12
C1337725423,24,1
M2063934337,62,6
C490859804,54,0
C514283751,8,4
C1330509009,30,0
C740041103,5,2
C1975649417,3,0
C322605865,21,18
C1166431440,95,1
M477302941,22,3
C198998678,56,0
C1170863958,18,1
C960094678,6,0
C392619561,8,30
C2003444227,3,1
C1174162695,45,4
M1315318774,16,8
M1631126178,17,13
C1547011267,28,12
C1161720094,62,10
M1878062619,4,0
C2096739069,9,5
C2012348353,12,0
C1295451867,10,4
C1762662667,25,12
C1482054225,5,0
C1876108546,27,2
C1859886092,31,3
C1713293462,2,3
M1339484637,16,4
C299912334,24,13
C1956751505,39,2
C1891416659,40,0
C508804282,90,0
C1387910543,55,7
M338931047,53,4
M764511646,74,7
C1612002166,12,2
C1046164695,10,2
C1336788493,19,0
C765570809,14,7
C2009987911,31,1
C2021229740,28,4
C440729596,30,9
C1827148410,19,4
C413641279,24,12
C1492068295,24,1
C220500577,49,3
C1489098388,22,4
C1682560071,28,3
C1715327747,57,19
C53910810,16,1
C2069677825,16,2
C2054983798,70,4
C1624500756,74,1
M60415483,57,47
M171055121,4,2
C1870589437,54,10
C1792125035,79,1
C1678027903,4,4
C20712461,23,3
C797897879,95,1
C1425585527,15,2
C63391267,21,0
C1725794524,25,4
C1877050036,24,3
M1569837525,20,2
C539107230,15,2
M1161333738,29,2
C1298107387,77,8
C2009774782,81,3
C1279115120,1,10
C225730542,16,0
C823640194,7,2
C847411573,52,46
C1057733607,15,2
C694511366,3,3
C65000315,25,2
C667295657,77,3
C939732491,11,4
C1508146779,12,25
C162739600,47,4
C1633140448,19,19
C188968777,7,4
C1911928121,50,1
C1834502773,22,1
M695188459,11,2
C444151311,14,8
C1524739942,28,1
C1533904249,34,4
C664501852,23,0
M1594663242,0,2
C668692320,13,0
C1615443145,6,2
C146011476,4,1
C953315613,20,10
C898008471,25,3
M1285400557,0,1
C1959878971,89,1
C1576603112,26,4
M305350675,10,14
C2040603986,8,4
C828033810,4,2
C101310572,3,3
C38997010,39,1
C1833040956,12,3
C580774916,44,3
C941244242,1,3
M922860909,29,3
C461756412,6,38
C1696276402,29,3
C727201877,27,2
C794414548,27,0
C1629493001,33,3
M2075475187,9,4
C307888049,13,4
C1330385273,12,5
C1081371168,2,10
C1413972233,5,3
C271673751,65,1
C793085805,23,1
C519198283,20,1
C1991031691,77,0
C740776390,2,2
M474784464,11,1
C1132123518,10,1
C1677135811,22,11
C1944961840,2,2
C1117004604,18,7
C2029593206,2,4
C1019562230,22,12
C1079805369,33,2
C602727752,70,46
C980593736,9,3
C1198947742,16,3
M1401227453,2,3
C1177505757,13,3
M142738376,69,4
C2132277951,63,4
C71357990,63,3
C201688264,26,6
C1675574781,1,0
M1888236986,6,2
M1414675894,19,0
C986203779,13,4
M923298186,27,1
M777148843,23,3
C410304912,37,2
C1966768785,1,0
C1826764655,17,1
M1330082525,26,12
C1370721954,10,2
M1395623690,47,0
C766008840,15,2
C88815247,0,14
M1207342840,25,18
C1087081608,7,0
C1469724079,1,3
C1402098543,22,7
M1277819501,17,3
C2066240995,18,4
C1973054830,4,2
C1290691221,26,0
C1938541482,9,2
M595112076,17,2
C697679285,31,3
C155281188,4,16
C2119310535,33,3
C664338325,29,1
C1645645420,33,4
C1954939138,6,4
M9793995,8,6
C513878727,14,0
C1100131401,7,2
C278917727,17,2
C500266817,57,0
C2067546399,9,4
C1635843846,27,4
C1396949624,13,2
M1585139402,4,2
C1876628594,17,4
C1667416766,11,35
C1891733615,8,1
C26942118,23,1
C788709101,24,4
C389969817,14,0
C439348788,0,3
C432264411,1,0
C1399754076,5,1
C434035910,29,3
C677816579,8,16
C602179207,10,3
C1912893765,65,4
C2025540053,2,48
C134521727,17,1
C914150476,98,1
C461556500,20,2
C157484257,25,0
C573351968,25,3
C381463989,2,1
C930218497,41,2
C282146537,21,12
C793844023,0,2
C2126274036,50,2
C395947070,30,4
C2016507986,65,1
C1855831987,16,4
C343264724,3,0
C351570098,81,1
C2024619208,21,2
M1147217942,26,1
M1917694296,6,4
C580926195,7,4
C1053936633,19,3
C942210302,8,4
C1284659201,0,41
C81751601,7,4
C803902786,16,37
C1813277843,27,4
C1028915700,13,3
C802707767,1,1
C2015396627,25,23
C892181091,20,2
C1723933266,40,3
C1692980072,16,1
C1466598985,19,0
C1086402486,1,0
M395577513,28,7
C778909639,26,7
C1410224077,19,1
C1605089846,4,9
C2045601445,7,3
C1759062762,20,1
C2058841269,44,0
C145750361,33,0
C384680953,15,13
C1166579728,8,3
M1047856074,14,20
C1142308678,17,0
C1314672518,15,3
C410346119,43,3
C964843486,29,0
C2023884887,72,1
C209320351,61,1
C13487637,29,0
C1008555169,28,2
C350695523,7,3
M632164790,12,3
M2047580423,14,13
C1037004570,7,1
C2084282610,8,0
C1583525146,30,13
C1664584911,1,0
C1515597867,24,14
C348342265,17,2
M15481949,29,1
M2130776515,22,8
C766124395,29,5
C106011273,8,7
M2032926806,7,47
C1336771801,47,12
C577733025,28,41
C808277741,18,0
C1477585812,21,3
C2122682471,23,4
C721999868,4,0
C853501994,0,2
C1440984079,56,4
C752788940,6,0
C1149793575,7,2
C741696704,36,2
C793082701,26,2
M2084548467,24,1
M681308856,17,2
C1531448466,46,3
M46083878,4,10
C1364459427,85,2
M1600759674,13,3
C1020583335,13,1
C871170656,73,0
C2143096925,29,11
C1602946196,97,2
C197353092,41,2
M1716663614,48,1
C1869417960,13,16
C126469423,16,7
C1677181402,33,2
C308367817,28,0
C491537181,54,43
C1351513465,22,3
C1754348480,14,1
C209338104,10,11
C1956112252,1,0
M804089891,7,1
C815794864,94,3
C2120920951,20,13
C956986674,14,1
C854296761,4,2
C1575605440,20,3
M1074961751,5,1
C673744571,43,3
M1237884216,7,1
C1997322131,12,0
C1638391840,79,2
C2131356877,24,13
C133493871,75,4
M230326889,58,8
C1752396337,13,0
C1542430916,29,2
C190911450,16,5
C1161977653,29,6
C567113782,29,4
C1452916769,26,4
C1451907140,2,1
C1328930125,35,3
C1269071904,66,1
M1417241256,44,1
M403799786,7,4
C1221065453,18,1
M2095009139,18,7
C1476304175,44,2
C1131434639,2,2
C1550457103,27,0
C1100262230,41,7
M681970315,7,0
C1360222266,0,2
C273810651,18,1
C477195538,52,2
M152145531,25,13
C936472036,83,14
C266409178,27,13
C100126720,2,2
C528809098,17,4
M1913705840,27,4
C611684121,26,8
M1002397229,40,4
C1921912121,50,4
C1520555969,34,3
C1690709220,15,3
C975324779,34,0
C145391617,4,0
C1263377205,12,4
C113547814,21,0
C526610570,17,40
M579722974,27,4
C1668573288,36,12
M1203280859,24,4
C566526752,24,0
C490675625,7,0
C2000980035,17,1
C1484585306,9,4
M334065484,14,14
C1472985672,41,2
M541448260,16,2
C915402054,4,3
C1668215397,16,2
C359599034,24,1
C1876256795,94,2
C243194708,8,0
C227472046,49,2
M671982696,29,2
C81101146,15,0
C661407294,0,8
C740320547,11,0
C527212814,38,0
C2042611731,47,3
C1007456949,22,6
C611980979,32,11
C1456400374,25,3
C33710444,23,1
C444534312,73,1
C137660805,69,1
C750240310,73,35
C1167153094,22,1
C475957536,22,22
C1368581421,41,4
M216526775,12,4
C2063842630,13,4
C1955850901,7,4
C1303658196,19,5
C439754631,27,20
C1832209188,7,9
C1174627871,47,1
C2103162386,13,5
C556138795,25,2
C679103539,97,2
C274045031,11,13
C206903215,1,1
C863497152,14,0
C357772778,6,2
M320459515,0,2
C1647941723,24,46
M92907940,16,6
C1103766812,35,4
C1655625059,69,0
C434091818,28,4
M1875155781,77,4
C1558543265,22,2
M1673581880,24,3
C200343949,11,9
C264126514,21,4
C1994364865,19,3
C125654420,14,9
C353916582,10,10
C740404424,15,0
C615947534,14,2
C1345063038,7,4
M962925952,12,3
C1447367179,63,2
C411075335,95,0
C457662969,92,4
C1090265610,7,0
C343228954,41,2
C1030994233,16,3
C1840133752,40,2
M2009038581,9,0
C381193026,9,6
C1700860011,6,4
C1374563257,82,4
C8078275,42,4
M953039220,5,9
C793149702,5,3
C875037756,60,11
C785041718,37,3
C1386380618,50,14
M1684779824,12,2
C771516979,93,1
C802176971,15,2
M271482530,22,3
C14701014,54,3
C1753991158,16,4
C2029504379,67,5
C2028972302,8,4
C1573070769,21,5
M741437491,17,4
C884175856,36,1
C594330900,0,10
C1476701766,83,2
C107263754,83,0
C2031448627,15,2
C652806039,27,2
C1497047877,27,2
C270509728,20,2
C91980836,27,6
M1723257423,28,3
C70149802,88,4
C1238741337,30,2
C2099887524,17,2
C447965234,5,2
C1918685532,26,2
C1335821996,66,1
C1650479654,13,1
C1544349130,93,4
C2030119960,21,0
C1036037612,52,9
C1023602965,48,0
C1999977021,30,1
C1361396394,4,4
M321244343,48,14
C898869217,86,3
C1926118545,8,7
C89846430,56,0
C2146366450,67,4
C1166059072,50,3
C1119799412,23,0
C1842119027,27,1
C787598856,11,0
C826957816,12,6
C518108932,6,8
C838922848,54,4
C1586005252,11,2
C538942159,48,4
C101590479,19,3
C2095689186,78,4
C901956546,52,3
C1336256989,6,0
M24691055,20,6
C445816931,22,3
C1114797827,43,2
C67809887,82,0
C440465099,29,14
C577855244,7,2
C1821272420,84,1
M79364409,23,5
C892830524,57,7
C242881641,82,9
C1079634105,9,1
C2116108829,8,0
C184363847,17,3
C450146806,42,0
M18025204,0,3
C806129411,23,3
M2068294793,25,4
C1961208099,52,4
C1046766959,8,5
C973607066,27,15
C1956086968,59,6
M909574646,42,2
C784350168,14,7
C1738577070,11,47
C725378736,40,0
C1671521193,30,2
C1376583408,13,14
C1008093494,32,1
C481764988,4,9
C1843653011,8,3
M477677500,21,2
C1302496702,10,4
C1947215114,8,4
M1341774505,82,1
M1857529148,17,1
M1866261346,14,0
C463826132,56,12
C1503240905,53,0
M1888672413,57,1
M1336246045,45,9
C1757408822,93,3
C1650136858,91,1
C596203122,10,3
C273902226,39,4
M414842839,94,0
M1645515117,46,3
C1968835569,36,3
C1813574572,16,32
C1016889565,82,0
C1192652882,77,8
C1721153001,28,9
C1085701171,9,0
C1154610772,5,3
C1225933323,39,0
M2110822294,7,3
C1713374524,50,2
C873843844,49,3
C756318024,31,4
C78001174,16,1
C511443756,1,2
C872928050,39,1
C720001120,27,11
C1013977576,15,0
C28313886,19,1
C1605149765,29,2
C1387425508,47,0
M1350085737,25,1
C697587179,95,10
C2108103747,15,11
C192701511,23,0
C834629974,63,4
M33785600,11,7
C523292689,9,4
C1427371312,17,3
M958744518,23,1
C54858333,15,10
C381709426,52,4
C1484700344,81,2
C195706375,3,5
M996603222,6,1
M755312687,1,3
C543790913,6,4
C1136358723,46,44
C691497865,4,14
C925050917,16,48
C495612469,8,1
C957165764,52,4
C1924101666,58,4
C6153414,17,1
C1372862295,21,13
C263132000,47,13
M1610749755,27,13
M909170988,18,3
C497668484,1,21
C2040425145,86,2
C776271518,27,2
M1569082893,25,0
M2059714593,10,0
C962016925,21,4
C1502213030,27,2
M44566192,17,14
C2073075292,28,2
M2098326004,31,4
C1397674903,0,14
C155157426,24,10
C1357339274,42,11
C1603541659,26,4
C1381670471,29,3
C1711814991,75,6
C1081192800,56,1
C620380714,2,1
C1476869827,28,2
C2008700376,26,0
C625889669,48,1
M1693882393,42,43
C676696103,5,1
C2138902915,20,11
C112284926,0,4
C1715206266,4,2
C831074981,56,0
C32152023,58,2
C399047936,6,3
C534057989,29,2
C1935354756,58,29
C1361619963,86,1
M1905348676,3,0
C209145812,38,2
C2145053813,47,14
C116820736,80,13
C1708111660,35,4
C488363281,95,2
C2001108113,29,15
C1133883292,80,2
C1649259632,14,3
C1674871708,22,6
C503505795,51,1
M1179430673,26,0
C526220961,19,4
C35334228,73,2
M1232914690,29,13
C646014129,54,0
C1528690880,19,13
M1033214367,62,11
C1060830840,14,3
C1136019162,4,0
C714637996,26,4
C801789069,28,4
C1880386653,1,0
C1139004575,27,4
C1421192075,7,2
C1799646131,8,13
M1004056259,29,28
C1048201693,13,0
C74347554,49,0
C1156983238,4,3
C1421014863,16,3
C1971273487,1,1
C134463269,42,3
C1859539319,26,9
C1400873500,15,46
C1593994167,4,1
C1107142491,52,49
C975887346,6,1
C264197026,23,3
C544761970,55,4
M1067867146,62,1
C306551185,23,11
M706728941,70,0
C1628601380,1,0
C625647461,56,1
C1464569117,22,2
C503567320,46,0
C33660507,8,3
C888450872,12,1
C123519884,27,2
C1586103602,24,0
C342300528,51,1
C2080405171,12,0
C1489685700,11,0
C174192542,18,0
C526281556,14,6
C731063296,4,4
C268061367,44,4
C652970534,10,0
C875088821,51,11
